languageCode,translationId,languageName,languageNameInEnglish,dialect,homeDomain,title,description,Redistributable,Copyright,UpdateDate,publicationURL,OTbooks,OTchapters,OTverses,NTbooks,NTchapters,NTverses,DCbooks,DCchapters,DCverses,FCBHID,Certified,inScript,swordName,rodCode,textDirection,downloadable,font,shortTitle,PODISBN,script,sourceDate,licence_ID,licence_File,licence_Language,licence_Dialect,licence_Vernacular_Title,licence_Licence_Type,licence_Licence_Version,licence_CC_Licence_Link,licence_Copyright_Holder,licence_Copyright_Years,licence_Translation_by,licence_date_read,status_download_path,status_download_date,status_unzip_path,status_unzip_date,status_extract_path,status_extract_date,status_extract_renamed_date,status_last_error
noa,noaE,Woun Meu,Woun Meu,alternate spelling,ebible.org,Ẽwandam Iek,New Testament in Woun Meu,True,"Copyright © 2011 Wycliffe Bible Translators, Inc.",2014-08-06,http://ebible.org/noaE/,0.0,0.0,0.0,27.0,260.0,7884.0,0.0,0.0,0.0,NOAWBE,False,http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A,noaE2011eb,,ltr,True,Gentium Plus,Woun Meu NT,978-1-5313-0488-1,Latin,2014-07-29,noaE,C:\ebible_data\projects\noaE\copr.htm,Woun Meu,alternate spelling,Ẽwandam Iek,by-nc-nd,4.0,http://creativecommons.org/licenses/by-nc-nd/4.0/,"Wycliffe Bible Translators, Inc.",copyright © 2011,"Translation by: Wycliffe Bible Translators, Inc.",2025-05-01,C:\ebible_data\downloads\noaE--2025-04-11.zip,2025-04-11,C:\ebible_data\projects\noaE,2025-05-01,C:\ebible_data\corpus\noa-noaE.txt,2025-05-01,,
noa,noaH,Woun Meu,Woun Meu,standard spelling,ebible.org,Hẽwandam Hiek,New Testament in Woun Meu,True,"Copyright © 2011 Wycliffe Bible Translators, Inc.",2014-08-06,http://ebible.org/noaH/,0.0,0.0,0.0,27.0,260.0,7884.0,0.0,0.0,0.0,NOAWBT,False,http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A,noaH2011eb,,ltr,True,Gentium,Woun Meu NT,978-1-5313-0489-8,Latin,2014-07-29,noaH,C:\ebible_data\projects\noaH\copr.htm,Woun Meu,standard spelling,Hẽwandam Hiek,by-nc-nd,4.0,http://creativecommons.org/licenses/by-nc-nd/4.0/,"Wycliffe Bible Translators, Inc.",copyright © 2011,"Translation by: Wycliffe Bible Translators, Inc.",2025-05-01,C:\ebible_data\downloads\noaH--2025-04-11.zip,2025-04-11,C:\ebible_data\projects\noaH,2025-05-01,C:\ebible_data\corpus\noa-noaH.txt,2025-05-01,,
nob,noblb,Norsk: Bokmål,Norwegian,,ebible.org,Biblica® Open En Levende Bok: Det Nye Testamentet,The Holy Bible in Norwegian Bokmål: Biblica® Open En Levende Bok: Det Nye Testamentet,True,"Copyright © 2005 Biblica, Inc.",2023-04-13,http://ebible.org/noblb/,0.0,0.0,0.0,27.0,260.0,7748.0,0.0,0.0,0.0,NOBLBB,True,http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A,noblb2005eb,,ltr,True,DejaVu Serif,Norwegian Living NT,,Latin,2023-04-14,noblb,C:\ebible_data\projects\noblb\copr.htm,Norsk: Bokmål (Norwegian),,Biblica® Open En Levende Bok: Det Nye Testamentet,by-sa,4.0,http://creativecommons.org/licenses/by-sa/4.0/,"Biblica, Inc.",copyright © 2005,,2025-05-01,C:\ebible_data\downloads\noblb--2025-04-11.zip,2025-04-11,C:\ebible_data\projects\noblb,2025-05-01,C:\ebible_data\corpus\nob-noblb.txt,2025-05-01,,
nop,nop,Numaŋgaŋ,Numanggang,,png.bible,Bepaŋ'Walaŋ Folofolok Kobuli,"Genesis, Exodus, Psalms, and the New Testament in the Numanggang Language of Papua New Guinea",True,"Copyright © 2005 Wycliffe Bible Translators, Inc.",2016-08-30,http://png.bible/nop/,2.0,200.0,3966.0,27.0,260.0,7884.0,0.0,0.0,0.0,NOPNTT,True,http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A,nop2005eb,,ltr,True,Andika,Numanggang Bible,978-1-5313-0490-4,Latin,2020-10-09,nop,C:\ebible_data\projects\nop\copr.htm,Numaŋgaŋ (Numanggang),,,by-nc-nd,4.0,http://creativecommons.org/licenses/by-nc-nd/4.0/,"Wycliffe Bible Translators, Inc.",copyright © 2005,Translation by: Wycliffe Bible Translators,2025-05-01,C:\ebible_data\downloads\nop--2025-04-11.zip,2025-04-11,C:\ebible_data\projects\nop,2025-05-01,C:\ebible_data\corpus\nop-nop.txt,2025-05-01,,
not,notNT,Nomatsiguenga,Nomatsiguenga,,ebible.org,Irinibare Tosorintsi Ocomantëgotëri Antigomi Jesoquirisito,New Testament in Nomatsiguenga (PE:not:Nomatsiguenga),True,"Copyright © 2008 Wycliffe Bible Translators, Inc.",2014-04-30,http://ebible.org/notNT/,0.0,0.0,0.0,27.0,260.0,7846.0,0.0,0.0,0.0,NOTWBT,False,http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A,not2008eb,,ltr,True,Gentium,Nomatsiguenga NT,978-1-5313-0491-1,Latin,2014-05-01,notNT,C:\ebible_data\projects\notNT\copr.htm,Nomatsiguenga,,Irinibare Tosorintsi Ocomantëgotëri Antigomi Jesoquirisito,by-nc-nd,4.0,http://creativecommons.org/licenses/by-nc-nd/4.0/,"Wycliffe Bible Translators, Inc.",copyright © 2008,"Translation by: Wycliffe Bible Translators, Inc.",2025-05-01,C:\ebible_data\downloads\notNT--2025-04-11.zip,2025-04-11,C:\ebible_data\projects\notNT,2025-05-01,C:\ebible_data\corpus\not-notNT.txt,2025-05-01,,
nou,nou,Ewage-Notu,Ewage-Notu,,png.bible,BINGA EWAMEI IESU KERISO DA JAWO DA,The New Testament in the Ewage-Notu Language of Papua New Guinea,True,"Copyright © 1987 Wycliffe Bible Translators, Inc.",2012-01-19,http://png.bible/nou/,0.0,0.0,0.0,27.0,260.0,7761.0,0.0,0.0,0.0,NOUTBL,True,http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A,nou1987eb,,ltr,True,Andika,Ewage-Notu NT,978-1-5313-0492-8,Latin,2020-10-09,nou,C:\ebible_data\projects\nou\copr.htm,Ewage-Notu,,,by-nc-nd,4.0,http://creativecommons.org/licenses/by-nc-nd/4.0/,"Wycliffe Bible Translators, Inc.",copyright © 1987,Translation by: Wycliffe Bible Translators,2025-05-01,C:\ebible_data\downloads\nou--2025-04-11.zip,2025-04-11,C:\ebible_data\projects\nou,2025-05-01,C:\ebible_data\corpus\nou-nou.txt,2025-05-01,,
npi,npioncb,नेपाली,नेपाली,,ebible.org,Biblica® नेपाली समकालीन सर्वसुलभ संस्करण,Nepali: Biblica® नेपाली समकालीन सर्वसुलभ संस्करण (Bible),True,"Copyright © 1998, 2006, 2021, 2024 Biblica, Inc.",2025-01-02,http://ebible.org/npioncb/,39.0,929.0,23140.0,27.0,260.0,7954.0,0.0,0.0,0.0,NPINCB,True,http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A,npioncb2024eb,,ltr,True,Akshar Unicode,Nepali Contemporary Bible,,Latin,2025-01-02,npioncb,C:\ebible_data\projects\npioncb\copr.htm,नेपाली,,Biblica® नेपाली समकालीन सर्वसुलभ संस्करण,by-sa,4.0,http://creativecommons.org/licenses/by-sa/4.0/,"Biblica, Inc.","copyright © 1998, 2006, 2021, 2024",,2025-05-01,C:\ebible_data\downloads\npioncb--2025-04-11.zip,2025-04-11,C:\ebible_data\projects\npioncb,2025-05-01,C:\ebible_data\corpus\npi-npioncb.txt,2025-05-01,,
npi,npiulb,नेपाली,Nepali,,ebible.org,पवित्र बाइबल,"The Holy Bible in the Nepali language, Unlocked Literal Bible translation.",True,Copyright © 2019 Door43 World Missions Community,2020-06-10,http://ebible.org/npiulb/,39.0,929.0,23145.0,27.0,260.0,7957.0,0.0,0.0,0.0,NPIULB,True,http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A,npiulb2019eb,,ltr,True,Akshar Unicode,Nepali Bible,,Latin,2019-07-26,npiulb,C:\ebible_data\projects\npiulb\copr.htm,नेपाली (Nepali),,पवित्र बाइबल,by-sa,4.0,http://creativecommons.org/licenses/by-sa/4.0/,Door43 World Missions Community,copyright © 2019,Translation by: Door43 World Missions Community,2025-05-01,C:\ebible_data\downloads\npiulb--2025-04-11.zip,2025-04-11,C:\ebible_data\projects\npiulb,2025-05-01,C:\ebible_data\corpus\npi-npiulb.txt,2025-05-01,,
npl,nplNT,"Nahuatl, Southeastern Puebla","Nahuatl, Southeastern Puebla",,ebible.org,Itlajtol Totajtsi Dios,"New Testament in Nahuatl, Southeastern Puebla (MX:npl:Nahuatl, Southeastern Puebla)",True,"Copyright © 2011 Wycliffe Bible Translators, Inc.",2014-04-30,http://ebible.org/nplNT/,0.0,0.0,0.0,27.0,260.0,7958.0,0.0,0.0,0.0,NPLWYI,False,http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A,npl2011eb,,ltr,True,Gentium,Southeastern Puebla Nahuatl NT,978-1-5313-0493-5,Latin,2014-05-01,nplNT,C:\ebible_data\projects\nplNT\copr.htm,"Nahuatl, Southeastern Puebla",,Itlajtol Totajtsi Dios,by-nc-nd,4.0,http://creativecommons.org/licenses/by-nc-nd/4.0/,"Wycliffe Bible Translators, Inc.",copyright © 2011,"Translation by: Wycliffe Bible Translators, Inc.",2025-05-01,C:\ebible_data\downloads\nplNT--2025-04-11.zip,2025-04-11,C:\ebible_data\projects\nplNT,2025-05-01,C:\ebible_data\corpus\npl-nplNT.txt,2025-05-01,,
nrz,nrz,Nara,Lala,Nara,png.bible,Luva'ana'i Namana Makamakana,The New Testament in the Nara language of Papua New Guinea,True,Copyright © 2024 Global Bible Translators,2025-03-21,http://png.bible/nrz/,0.0,0.0,0.0,27.0,260.0,7957.0,0.0,0.0,0.0,NRZNAR,False,http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A,nrz2[24eb,,ltr,True,Gentium Plus,Nara NT,,Latin,2025-03-21,nrz,C:\ebible_data\projects\nrz\copr.htm,Nara (Lala),Nara,,by-nc-nd,4.0,http://creativecommons.org/licenses/by-nc-nd/4.0/,Global Bible Translators,copyright © 2024,Translation by: GBT,2025-05-01,C:\ebible_data\downloads\nrz--2025-04-11.zip,2025-04-11,C:\ebible_data\projects\nrz,2025-05-01,C:\ebible_data\corpus\nrz-nrz.txt,2025-05-01,,
nsn,nsn,Nehan,Nehan,,png.bible,Nehan New Testament,"The New Testament in the Nehan Language of the Autonomous Region of Bougainville, Papua New Guinea",True,"Copyright © 2011 Wycliffe Bible Translators, Inc.",2012-01-19,http://png.bible/nsn/,0.0,0.0,0.0,27.0,260.0,7894.0,0.0,0.0,0.0,NSNWBT,True,http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A,nsn2011eb,,ltr,True,Andika,Nehan NT,978-1-5313-0494-2,Latin,2020-10-09,nsn,C:\ebible_data\projects\nsn\copr.htm,Nehan,,,by-nc-nd,4.0,http://creativecommons.org/licenses/by-nc-nd/4.0/,"Wycliffe Bible Translators, Inc.",copyright © 2011,Translation by: Wycliffe Bible Translators,2025-05-01,C:\ebible_data\downloads\nsn--2025-04-11.zip,2025-04-11,C:\ebible_data\projects\nsn,2025-05-01,C:\ebible_data\corpus\nsn-nsn.txt,2025-05-01,,
nss,nss,Nali,Nali,,png.bible,Nongan Hiyan,Portions of the Holy Bible in the Nali Language of Papua New Guinea,True,"Copyright © 2008, 2012, 2020 PNG Bible Translation Association",2025-03-24,http://png.bible/nss/,1.0,50.0,1529.0,11.0,150.0,5382.0,0.0,0.0,0.0,NSSWBT,True,http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A,nss2012eb,,ltr,True,Andika,Nali Bible,978-1-5313-0495-9,Latin,2025-03-24,nss,C:\ebible_data\projects\nss\copr.htm,Nali,,,by-nd,4.0,http://creativecommons.org/licenses/by-nd/4.0/,PNG Bible Translation Association,"copyright © 2008, 2012, 2020",Translation by: PNG Bible Translation Association,2025-05-01,C:\ebible_data\downloads\nss--2025-04-11.zip,2025-04-11,C:\ebible_data\projects\nss,2025-05-01,C:\ebible_data\corpus\nss-nss.txt,2025-05-01,,
ntj,ntj,Ngaanyatjarra,Ngaanyatjarra,,ebible.org,Mama Kuurrku Wangka,The New Testament and Old Testament portions in the Ngaanyatjarra language of Central Australia,True,Copyright © 2007 Bible Society of Australia,2021-11-12,http://ebible.org/ntj/,23.0,242.0,3802.0,27.0,260.0,7776.0,0.0,0.0,0.0,NTJBSA,True,http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A,ntj2007eb,,ltr,True,DejaVu Serif,Ngaanyatjarra Shorter Bible,,Latin,2019-05-15,ntj,C:\ebible_data\projects\ntj\copr.htm,Ngaanyatjarra,,Mama Kuurrku Wangka,by-nc-nd,4.0,http://creativecommons.org/licenses/by-nc-nd/4.0/,Bible Society of Australia,copyright © 2007,,2025-05-01,C:\ebible_data\downloads\ntj--2025-04-11.zip,2025-04-11,C:\ebible_data\projects\ntj,2025-05-01,C:\ebible_data\corpus\ntj-ntj.txt,2025-05-01,,
ntp,ntpNT,"Tepehuan, Northern","Tepehuan, Northern",,ebible.org,Diuusi ñiooquidʌ utuducami oodamicʌdʌ,"New Testament in Tepehuan, Northern (MX:ntp:Tepehuan, Northern)",True,"Copyright © 1981 Wycliffe Bible Translators, Inc.",2014-04-30,http://ebible.org/ntpNT/,0.0,0.0,0.0,27.0,260.0,7763.0,0.0,0.0,0.0,NTPTBL,False,http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A,ntp1981eb,,ltr,True,Gentium Plus,Northern Tepehuan NT,978-1-5313-0496-6,Latin,2014-05-01,ntpNT,C:\ebible_data\projects\ntpNT\copr.htm,"Tepehuan, Northern",,Diuusi ñiooquidʌ utuducami oodamicʌdʌ,by-nc-nd,4.0,http://creativecommons.org/licenses/by-nc-nd/4.0/,"Wycliffe Bible Translators, Inc.",copyright © 1981,"Translation by: Wycliffe Bible Translators, Inc.",2025-05-01,C:\ebible_data\downloads\ntpNT--2025-04-11.zip,2025-04-11,C:\ebible_data\projects\ntpNT,2025-05-01,C:\ebible_data\corpus\ntp-ntpNT.txt,2025-05-01,,
ntu,ntu,Natqgu,Natügu,,ebible.org,Nzryrngrkxtr Kc Ate Rut x Sam,The New Testament plus Ruth and Psalms is the Natügu language of the Solomon Islands,True,"Copyright © 2008 Wycliffe Bible Translators, Inc.",2017-11-17,http://ebible.org/ntu/,2.0,154.0,2377.0,27.0,260.0,7651.0,0.0,0.0,0.0,NATWBT,True,http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A,ntu2008eb,,ltr,True,DejaVu Serif,Natqgu NT+Ruth and Psalms,,Latin,2021-11-30,ntu,C:\ebible_data\projects\ntu\copr.htm,Natqgu (Natügu),,Nzryrngrkxtr Kc Ate Rut x Sam,by-nd,4.0,http://creativecommons.org/licenses/by-nd/4.0/,"Wycliffe Bible Translators, Inc.",copyright © 2008,Translation by: SITAG,2025-05-01,C:\ebible_data\downloads\ntu--2025-04-11.zip,2025-04-11,C:\ebible_data\projects\ntu,2025-05-01,C:\ebible_data\corpus\ntu-ntu.txt,2025-05-01,,
nuq,nuq,Nukumanu,Nukumanu,,png.bible,Nukumanu,The New Testament in the Nukumanu language of Papua New Guinea,True,"Copyright © 2020 Wycliffe Bible Translators, Inc.",2023-03-22,http://png.bible/nuq/,0.0,0.0,0.0,27.0,260.0,7910.0,0.0,0.0,0.0,NUQWBT,False,http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A,nuq2020eb,,ltr,True,DejaVu Serif,Nukumanu NT,,Latin,2023-03-22,nuq,C:\ebible_data\projects\nuq\copr.htm,Nukumanu,,,Unknown,,,"Wycliffe Bible Translators, Inc.",copyright © 2020,,2025-05-01,C:\ebible_data\downloads\nuq--2025-04-11.zip,2025-04-11,C:\ebible_data\projects\nuq,2025-05-01,C:\ebible_data\corpus\nuq-nuq.txt,2025-05-01,,
nuy,nuy,Wubuy,Nunggubuyu,,ebible.org,Ana-Maṉngulg Ana-Wubiba -- Anu-gadhuwa Ana-lhaawu,The New Testament and Old Testament portions in the Wubuy language of Northern Australia,True,Copyright © 2010 Bible Society of Australia,2021-11-12,http://ebible.org/nuy/,3.0,19.0,419.0,27.0,260.0,7847.0,0.0,0.0,0.0,NUYBSA,True,http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A,nuy2010eb,,ltr,True,DejaVu Serif,Wubuy Shorter  Bible,,Latin,2016-07-26,nuy,C:\ebible_data\projects\nuy\copr.htm,Wubuy (Nunggubuyu),,Ana-Maṉngulg Ana-Wubiba -- Anu-gadhuwa Ana-lhaawu,by-nc-nd,4.0,http://creativecommons.org/licenses/by-nc-nd/4.0/,Bible Society of Australia,copyright © 2010,,2025-05-01,C:\ebible_data\downloads\nuy--2025-04-11.zip,2025-04-11,C:\ebible_data\projects\nuy,2025-05-01,C:\ebible_data\corpus\nuy-nuy.txt,2025-05-01,,
nvm,nvm,Namiai (Barai),Namiae,,png.bible,Godon Vuak Ma Ijin,The New Testament in the Namiai Language of Papua New Guinea,True,"Copyright © 2004 Wycliffe Bible Translators, Inc.",2016-08-30,http://png.bible/nvm/,0.0,0.0,0.0,27.0,260.0,7257.0,0.0,0.0,0.0,NVMWBT,True,http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A,nvm2004eb,,ltr,True,Andika,Namiai NT,978-1-5313-0497-3,Latin,2020-10-09,nvm,C:\ebible_data\projects\nvm\copr.htm,Namiai (Barai) (Namiae),,,by-nc-nd,4.0,http://creativecommons.org/licenses/by-nc-nd/4.0/,"Wycliffe Bible Translators, Inc.",copyright © 2004,Translation by: Wycliffe Bible Translators,2025-05-01,C:\ebible_data\downloads\nvm--2025-04-11.zip,2025-04-11,C:\ebible_data\projects\nvm,2025-05-01,C:\ebible_data\corpus\nvm-nvm.txt,2025-05-01,,
nwi,nwi,Southwest Tanna,Southwest Tanna,,ebible.org,Nəkwəkwə imərhakə kape kughen: nɨrpenien vi,The New Testament in the Southwest Tanna Language of Vanuatu,True,"Copyright © 2011 Wycliffe Bible Translators, Inc.",2022-03-11,http://ebible.org/nwi/,0.0,0.0,0.0,27.0,260.0,7867.0,0.0,0.0,0.0,NWIWBT,False,http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A,nwi2011eb,17201.0,ltr,True,Gentium,Southwest Tanna NT,978-1-5313-0498-0,Latin,2015-11-28,nwi,C:\ebible_data\projects\nwi\copr.htm,Southwest Tanna,,Nəkwəkwə imərhakə kape kughen: nɨrpenien vi,by-nc-nd,4.0,http://creativecommons.org/licenses/by-nc-nd/4.0/,"Wycliffe Bible Translators, Inc.",copyright © 2011,"Translation by: Wycliffe Bible Translators, Inc.",2025-05-01,C:\ebible_data\downloads\nwi--2025-04-11.zip,2025-04-11,C:\ebible_data\projects\nwi,2025-05-01,C:\ebible_data\corpus\nwi-nwi.txt,2025-05-01,,
nya,nya,Chichewa,Chichewa,,ebible.org,Biblica® Tsekulani Mawu a Mulungu mu Chichewa Chalero,Chichewa: Biblica® Tsekulani Mawu a Mulungu mu Chichewa Chalero (Bible) of Malawi,True,"Copyright © 2016 Biblica, Inc.",2021-11-15,http://ebible.org/nya/,39.0,929.0,23145.0,27.0,260.0,7959.0,0.0,0.0,0.0,NYABIB,False,http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A,nya2016eb,,ltr,True,DejaVu Serif,Chichewa Bible,,Latin,2021-05-11,nya,C:\ebible_data\projects\nya\copr.htm,Chichewa,,Biblica® Tsekulani Mawu a Mulungu mu Chichewa Chalero,by-sa,4.0,http://creativecommons.org/licenses/by-sa/4.0/,"Biblica, Inc.",copyright © 2016,,2025-05-01,C:\ebible_data\downloads\nya--2025-04-11.zip,2025-04-11,C:\ebible_data\projects\nya,2025-05-01,C:\ebible_data\corpus\nya-nya.txt,2025-05-01,,
nys,nys,Nyoongar,Nyunga,,ebible.org,Nyoongar Bible,Portions of the Holy Bible in the Nyunga language of Australia,True,Copyright © 2018 Bible Society of Australia,2023-10-20,http://ebible.org/nys/,1.0,4.0,27.0,1.0,24.0,1147.0,0.0,0.0,0.0,NYSBSA,True,http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A,nys2018eb,,ltr,True,DejaVu Serif,Nyunga Bible,,Latin,2023-10-20,nys,C:\ebible_data\projects\nys\copr.htm,Nyoongar (Nyunga),,Nyoongar Bible,by-nc-nd,4.0,http://creativecommons.org/licenses/by-nc-nd/4.0/,Bible Society of Australia,copyright © 2018,,2025-05-01,C:\ebible_data\downloads\nys--2025-04-11.zip,2025-04-11,C:\ebible_data\projects\nys,2025-05-01,C:\ebible_data\corpus\nys-nys.txt,2025-05-01,,
obo,oboNT,"Manobo, Obo","Manobo, Obo",,ebible.org,"Moppiyon Dinoggan, Moka-atag ki Disas Krays","New Testament in Manobo, Obo (RP:obo:Manobo, Obo)",True,"Copyright © 2011 Wycliffe Bible Translators, Inc.",2014-04-30,http://ebible.org/oboNT/,0.0,0.0,0.0,27.0,260.0,7933.0,0.0,0.0,0.0,OBOWBT,False,http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A,obo2011eb,,ltr,True,Gentium,Obo Manobo NT,978-1-5313-0500-0,Latin,2014-04-30,oboNT,C:\ebible_data\projects\oboNT\copr.htm,"Manobo, Obo",,"Moppiyon Dinoggan, Moka-atag ki Disas Krays",by-nc-nd,4.0,http://creativecommons.org/licenses/by-nc-nd/4.0/,"Wycliffe Bible Translators, Inc.",copyright © 2011,"Translation by: Wycliffe Bible Translators, Inc.",2025-05-01,C:\ebible_data\downloads\oboNT--2025-04-11.zip,2025-04-11,C:\ebible_data\projects\oboNT,2025-05-01,C:\ebible_data\corpus\obo-oboNT.txt,2025-05-01,,
okv,okv,Orokaiva,Orokaiva,Etija,png.bible,God Ta Duru Javotoho,The New Testament in the Etija dialect of the Orokaiva Language of Papua New Guinea,True,"Copyright © 1988 Wycliffe Bible Translators, Inc.",2012-11-24,http://png.bible/okv/,0.0,0.0,0.0,27.0,260.0,7791.0,0.0,0.0,0.0,OKVTBL,True,http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A,okv1988eb,,ltr,True,Andika,Orokaiva Etija NT,978-1-5313-0501-7,Latin,2020-10-09,okv,C:\ebible_data\projects\okv\copr.htm,Orokaiva,Etija,,by-nc-nd,4.0,http://creativecommons.org/licenses/by-nc-nd/4.0/,"Wycliffe Bible Translators, Inc.",copyright © 1988,Translation by: Wycliffe Bible Translators,2025-05-01,C:\ebible_data\downloads\okv--2025-04-11.zip,2025-04-11,C:\ebible_data\projects\okv,2025-05-01,C:\ebible_data\corpus\okv-okv.txt,2025-05-01,,
okv,okvh,Orokaiva Ehija,Orokaiva,Ehija,png.bible,God Ta Duru Javotoho,The New Testament in the Ehija dialect of the Orokaiva language of Papua New Guinea,True,"Copyright © 1988 Wycliffe Bible Translators, Inc.",2023-02-21,http://png.bible/okvh/,0.0,0.0,0.0,27.0,260.0,7778.0,0.0,0.0,0.0,OKVHWB,True,http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A,okvh1988eb,,ltr,True,DejaVu Serif,Orokaiva Ehija NT,978-1-5313-0502-4,Latin,2023-02-21,okvh,C:\ebible_data\projects\okvh\copr.htm,Orokaiva Ehija (Orokaiva),Ehija,,by-nc-nd,4.0,http://creativecommons.org/licenses/by-nc-nd/4.0/,Language:,"Copyright © 1988 Wycliffe Bible Translators, Inc.",Translation by: Wycliffe Bible Translators,2025-05-01,C:\ebible_data\downloads\okvh--2025-04-11.zip,2025-04-11,C:\ebible_data\projects\okvh,2025-05-01,C:\ebible_data\corpus\okv-okvh.txt,2025-05-01,,
omb,omb,Havai,"Ambae, East",,ebible.org,Waratau Siaga Tatuei mo Vilegi,"Ambae, East: Waratau Siaga Tatuei mo Vilegi (Old Testament)",True,Copyright © 2022 Pioneer Bible Translators,2023-09-15,http://ebible.org/omb/,15.0,64.0,1226.0,0.0,0.0,0.0,0.0,0.0,0.0,OMBPBT,False,http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A,omb2023eb,,ltr,True,Gentium,"Ambae, East: Waratau Siaga Tatuei mo Vilegi (Old Testament)",,Latin,2023-04-07,omb,C:\ebible_data\projects\omb\copr.htm,"Havai (Ambae, East)",,Waratau Siaga Tatuei mo Vilegi,by-sa,4.0,http://creativecommons.org/licenses/by-sa/4.0/,Pioneer Bible Translators,copyright © 2022,,2025-05-01,C:\ebible_data\downloads\omb--2025-04-11.zip,2025-04-11,C:\ebible_data\projects\omb,2025-05-01,C:\ebible_data\corpus\omb-omb.txt,2025-05-01,,
omw,omw,Omwunra-Toqura (South Tairora),"Tairora, South",Omwunra-Toqura,png.bible,QARAAKYA QUA TIMWATORA,The New Testament in the Omwunra-Toqura (South Tairora) Language of Papua New Guinea,True,"Copyright © 2000 Wycliffe Bible Translators, Inc.",2016-08-30,http://png.bible/omw/,0.0,0.0,0.0,27.0,260.0,7877.0,0.0,0.0,0.0,OMWSTA,True,http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A,omw2000eb,,ltr,True,Andika,South Tairora NT,978-1-5313-0503-1,Latin,2020-10-09,omw,C:\ebible_data\projects\omw\copr.htm,"Omwunra-Toqura (South Tairora) (Tairora, South)",Omwunra-Toqura,,by-nc-nd,4.0,http://creativecommons.org/licenses/by-nc-nd/4.0/,"Wycliffe Bible Translators, Inc.",copyright © 2000,Translation by: Wycliffe Bible Translators,2025-05-01,C:\ebible_data\downloads\omw--2025-04-11.zip,2025-04-11,C:\ebible_data\projects\omw,2025-05-01,C:\ebible_data\corpus\omw-omw.txt,2025-05-01,,
omw,omw-a,Omwunra Toqura,South Tairora,Aatasara,png.bible,Aatasara Ioni + Maaki,John and Mark in the Aatasara dialect of  the South Tairora language of Papua New Guinea,True,"Copyright © 2012 Wycliffe Bible Translators, Inc.",2012-02-27,http://png.bible/omw-a/,0.0,0.0,0.0,2.0,37.0,1546.0,0.0,0.0,0.0,OMWAAT,False,http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A,omwA2012eb,,ltr,True,Andika,South Tairora Aatasara John & Mark,978-1-5313-0504-8,Latin,2012-02-27,omw-a,C:\ebible_data\projects\omw-a\copr.htm,Omwunra Toqura (South Tairora),Aatasara,,by-nc-nd,4.0,http://creativecommons.org/licenses/by-nc-nd/4.0/,"Wycliffe Bible Translators, Inc.",copyright © 2012,Translation by: Wycliffe Bible Translators,2025-05-01,C:\ebible_data\downloads\omw-a--2025-04-11.zip,2025-04-11,C:\ebible_data\projects\omw-a,2025-05-01,C:\ebible_data\corpus\omw-a.txt,2025-05-01,2025-05-01,
omw,omw-v,Veqaura,Omwunra-Toqura or South Tairora,Veqaura (Meauna),png.bible,Veqaura Baibel,Portions of the New Testament in the Veqaura (Meauna) dialect of the Omwunra-Toqura (South Tairora) language of Papua New Guinea,True,"Copyright © 2012 Wycliffe Bible Translators, Inc.",2012-03-19,http://png.bible/omw-v/,0.0,0.0,0.0,4.0,20.0,349.0,0.0,0.0,0.0,OMWVEQ,False,http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A,omwV2012eb,,ltr,True,Andika,South Tairora Veqaura NT,978-1-5313-0505-5,Latin,2012-03-20,,,,,,,,,,,,,,,,,C:\ebible_data\corpus\omw-omw-v.txt,,,
